feature_index,block_type,meta,meaning
4725,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__count
4726,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__magmom
4727,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_0
4728,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_1
4729,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_2
4730,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_3
4731,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_4
4732,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_5
4733,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_6
4734,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_7
4735,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_8
4736,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_9
4737,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_10
4738,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_11
4739,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_12
4740,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_13
4741,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_14
4742,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_15
4743,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_16
4744,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_17
4745,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_18
4746,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_19
4747,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_20
4748,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_21
4749,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_22
4750,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_23
4751,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_24
4752,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_25
4753,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_26
4754,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_27
4755,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_28
4756,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_29
4757,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_30
4758,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__OFM_component_31
4759,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__atomic_mass_norm
4760,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__atomic_number_norm
4761,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__atomic_radius_norm
4762,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__mean__electron_affinity_norm
4763,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__magmom
4764,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_0
4765,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_1
4766,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_2
4767,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_3
4768,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_4
4769,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_5
4770,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_6
4771,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_7
4772,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_8
4773,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_9
4774,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_10
4775,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_11
4776,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_12
4777,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_13
4778,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_14
4779,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_15
4780,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_16
4781,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_17
4782,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_18
4783,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_19
4784,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_20
4785,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_21
4786,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_22
4787,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_23
4788,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_24
4789,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_25
4790,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_26
4791,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_27
4792,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_28
4793,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_29
4794,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_30
4795,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__OFM_component_31
4796,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__atomic_mass_norm
4797,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__atomic_number_norm
4798,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__atomic_radius_norm
4799,species_block,"{'type': 'species_block', 'species': 'Si'}",Si__std__electron_affinity_norm
4800,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__count
4801,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__magmom
4802,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_0
4803,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_1
4804,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_2
4805,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_3
4806,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_4
4807,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_5
4808,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_6
4809,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_7
4810,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_8
4811,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_9
4812,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_10
4813,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_11
4814,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_12
4815,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_13
4816,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_14
4817,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_15
4818,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_16
4819,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_17
4820,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_18
4821,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_19
4822,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_20
4823,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_21
4824,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_22
4825,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_23
4826,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_24
4827,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_25
4828,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_26
4829,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_27
4830,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_28
4831,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_29
4832,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_30
4833,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__OFM_component_31
4834,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__atomic_mass_norm
4835,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__atomic_number_norm
4836,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__atomic_radius_norm
4837,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__mean__electron_affinity_norm
4838,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__magmom
4839,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_0
4840,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_1
4841,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_2
4842,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_3
4843,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_4
4844,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_5
4845,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_6
4846,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_7
4847,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_8
4848,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_9
4849,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_10
4850,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_11
4851,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_12
4852,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_13
4853,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_14
4854,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_15
4855,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_16
4856,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_17
4857,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_18
4858,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_19
4859,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_20
4860,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_21
4861,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_22
4862,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_23
4863,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_24
4864,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_25
4865,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_26
4866,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_27
4867,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_28
4868,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_29
4869,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_30
4870,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__OFM_component_31
4871,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__atomic_mass_norm
4872,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__atomic_number_norm
4873,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__atomic_radius_norm
4874,species_block,"{'type': 'species_block', 'species': 'Sm'}",Sm__std__electron_affinity_norm
4875,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__count
4876,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__magmom
4877,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_0
4878,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_1
4879,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_2
4880,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_3
4881,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_4
4882,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_5
4883,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_6
4884,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_7
4885,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_8
4886,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_9
4887,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_10
4888,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_11
4889,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_12
4890,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_13
4891,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_14
4892,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_15
4893,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_16
4894,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_17
4895,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_18
4896,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_19
4897,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_20
4898,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_21
4899,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_22
4900,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_23
4901,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_24
4902,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_25
4903,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_26
4904,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_27
4905,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_28
4906,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_29
4907,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_30
4908,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__OFM_component_31
4909,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__atomic_mass_norm
4910,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__atomic_number_norm
4911,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__atomic_radius_norm
4912,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__mean__electron_affinity_norm
4913,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__magmom
4914,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_0
4915,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_1
4916,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_2
4917,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_3
4918,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_4
4919,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_5
4920,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_6
4921,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_7
4922,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_8
4923,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_9
4924,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_10
4925,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_11
4926,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_12
4927,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_13
4928,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_14
4929,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_15
4930,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_16
4931,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_17
4932,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_18
4933,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_19
4934,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_20
4935,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_21
4936,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_22
4937,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_23
4938,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_24
4939,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_25
4940,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_26
4941,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_27
4942,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_28
4943,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_29
4944,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_30
4945,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__OFM_component_31
4946,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__atomic_mass_norm
4947,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__atomic_number_norm
4948,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__atomic_radius_norm
4949,species_block,"{'type': 'species_block', 'species': 'Sn'}",Sn__std__electron_affinity_norm
4950,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__count
4951,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__magmom
4952,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_0
4953,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_1
4954,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_2
4955,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_3
4956,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_4
4957,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_5
4958,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_6
4959,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_7
4960,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_8
4961,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_9
4962,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_10
4963,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_11
4964,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_12
4965,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_13
4966,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_14
4967,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_15
4968,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_16
4969,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_17
4970,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_18
4971,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_19
4972,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_20
4973,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_21
4974,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_22
4975,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_23
4976,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_24
4977,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_25
4978,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_26
4979,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_27
4980,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_28
4981,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_29
4982,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_30
4983,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__OFM_component_31
4984,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__atomic_mass_norm
4985,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__atomic_number_norm
4986,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__atomic_radius_norm
4987,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__mean__electron_affinity_norm
4988,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__magmom
4989,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_0
4990,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_1
4991,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_2
4992,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_3
4993,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_4
4994,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_5
4995,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_6
4996,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_7
4997,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_8
4998,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_9
4999,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_10
5000,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_11
5001,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_12
5002,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_13
5003,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_14
5004,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_15
5005,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_16
5006,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_17
5007,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_18
5008,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_19
5009,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_20
5010,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_21
5011,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_22
5012,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_23
5013,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_24
5014,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_25
5015,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_26
5016,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_27
5017,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_28
5018,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_29
5019,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_30
5020,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__OFM_component_31
5021,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__atomic_mass_norm
5022,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__atomic_number_norm
5023,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__atomic_radius_norm
5024,species_block,"{'type': 'species_block', 'species': 'Sr'}",Sr__std__electron_affinity_norm
5025,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__count
5026,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__magmom
5027,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_0
5028,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_1
5029,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_2
5030,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_3
5031,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_4
5032,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_5
5033,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_6
5034,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_7
5035,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_8
5036,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_9
5037,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_10
5038,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_11
5039,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_12
5040,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_13
5041,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_14
